"last_name, first_name","player_id","year","p_formatted_ip","p_era","pitch_hand","n","n_ff_formatted","n_sl_formatted","n_ch_formatted","n_cu_formatted","n_si_formatted","n_fc_formatted","n_fs_formatted","n_kn_formatted","n_st_formatted","n_sv_formatted","n_fo_formatted","n_sc_formatted","n_fastball_formatted","n_breaking_formatted","n_offspeed_formatted"
"Gallen, Zac","668678","2023","210.0","3.47","R","3248","49","4.5","13.9","22.7","0.7","9.2",,,,,,,"58.9","27.1","13.9"
"Ashcraft, Graham","668933","2023","145.2","4.76","R","2323",,"37.4","0",,"9.7","52.9",,,,,,,"62.6","37.4","0"
"Gore, MacKenzie","669022","2023","136.1","4.42","L","2462","59.5","18.2","2.9","18.8",,,,,"0.6",,,,"59.5","37.6","2.9"
"Nelson, Ryne","669194","2023","144.0","5.31","R","2355","54.6","10.4","13.3","5.2",,"13.5",,,"3",,,,"68.1","18.6","13.3"
"Burnes, Corbin","669203","2023","193.2","3.39","R","3079",,"3.9","11.2","17.2","7.7","55.4",,,"4.5",,,,"63.1","25.7","11.2"
"Gilbert, Logan","669302","2023","190.2","3.73","R","2922","41.9","29.7",,"13.4","0.3",,"14.8",,,,,,"42.1","43.1","14.8"
"Bieber, Shane","669456","2023","128.0","3.80","R","1954","35.2","20.7","3.5","13.7",,"26.9",,,,,,,"62.1","34.4","3.5"
"Kirby, George","669923","2023","190.2","3.35","R","2825","39.4","19.7","1.8","11.5","21.6",,"6.1","0.1",,,,,"60.9","31.2","7.9"
"Oviedo, Johan","670912","2023","177.2","4.31","R","2980","39.2","36.7","4.1","14.9","5",,,,,,,,"44.2","51.6","4.1"
"Allen, Logan","671106","2023","125.1","3.81","L","2134","45.1","2.5","21.3",,,"8.9",,,"22.2",,,,"54","24.7","21.3"
"Detmers, Reid","672282","2023","148.2","4.48","L","2599","43.2","30.9","5.4","19.4",,,,,"1.1",,,,"43.2","51.4","5.4"
"Senga, Kodai","673540","2023","166.1","2.98","R","2795","37","5.8",,"2.7",,"25",,,"5.8",,"23.8",,"62","14.3","23.8"
"Strider, Spencer","675911","2023","186.2","3.86","R","3099","58.9","33.8","7.3",,,,,,,,,,"58.9","33.8","7.3"
"Miller, Bobby","676272","2023","124.1","3.76","R","1961","28.9","16.7","16","18.5","19.2",,,,"0.7",,,,"48.1","35.9","16"
"Bibee, Tanner","676440","2023","142.0","2.98","R","2326","47",,"16.6","9.3","0","27",,,,,,,"74.1","9.3","16.6"
"Sears, JP","676664","2023","172.1","4.54","L","2867","50.1","13.4","15.2",,"0.1",,,,"21.2",,,,"50.3","34.6","15.2"
"Crawford, Kutter","676710","2023","129.1","4.04","R","2099","39.2","6.3",,"11.9",,"28.2","7.7",,"6.7",,,,"67.4","25","7.7"
"Bello, Brayan","678394","2023","157.0","4.24","R","2618","20.6","17.6","23.9",,"36.3","1.6",,,,,,,"58.5","17.6","23.9"
"Rodriguez, Grayson","680570","2023","122.0","4.35","R","2104","49.6","0.4","22.4","8.1",,"5.2",,,"14.4",,,,"54.8","22.9","22.4"
"Gray, Josiah","680686","2023","159.0","3.91","R","2812","17","24.6","1.6","16.2","17.2","17.8",,,"5.5",,,,"52","46.4","1.6"
"Bradish, Kyle","680694","2023","168.2","2.83","R","2638","22.4","31.2","7.5","17.3","21.5",,,,,,,,"43.9","48.6","7.5"
"Miller, Bryce","682243","2023","131.1","4.32","R","2094","58.4","18.9","5.6","0.9","7.6","0",,,"8.5",,,,"66.1","28.3","5.6"
"Waldichuk, Ken","686610","2023","141.0","5.36","L","2553","54.3",,"16.6","2",,,,,"27.1",,,,"54.3","29.1","16.6"
"Brown, Hunter","686613","2023","155.2","5.09","R","2720","46.1",,"4.8","23.8","0.2","23.5",,,"1.7",,,,"69.8","25.4","4.8"
"Elder, Bryce","693821","2023","174.2","3.81","R","2849","13.4","35.3","13.7",,"37.6",,,,,,,,"51","35.3","13.7"
"Morton, Charlie","450203","2024","165.1","4.19","R","2791","28.9",,"11","42.4","9.9","7.8",,,,,,,"46.6","42.4","11"
"Lynn, Lance","458681","2024","117.1","3.84","R","2039","47.2",,"6.3","6.2","16.7","22.3",,,"1.3",,,,"86.2","7.5","6.3"
"Quintana, Jose","500779","2024","170.1","3.75","L","2819","22.5",,"19.3","21.9","30.4",,,,,"6",,,"52.9","27.8","19.3"
"Gibson, Kyle","502043","2024","169.2","4.24","R","2764","13.2",,"9.9","8.6","26.4","21.1",,,"20.7",,,,"60.7","29.3","9.9"
"Sale, Chris","519242","2024","177.2","2.38","L","2815","37.8","40.3","14.7",,"7.2",,,,,,,,"45","40.3","14.7"
"Pérez, Martín","527048","2024","135.0","4.53","L","2204","5.3","0","22.7","14.1","35.8","22.1",,,,,,,"63.2","14.1","22.7"
"Anderson, Tyler","542881","2024","179.1","3.81","L","2914","39.6","1.3","37.1","0.1","3.3","18.5",,,,,,,"61.5","1.4","37.1"
"Eovaldi, Nathan","543135","2024","170.2","3.80","R","2622","37.4","3.3",,"13.7",,"14.8","30.8",,,,,,"52.2","17","30.8"
"Gray, Sonny","543243","2024","166.1","3.84","R","2483","23.9",,"6.4","13.9","17.8","17.8",,,"20.1",,,,"59.5","34.1","6.4"
"Hendricks, Kyle","543294","2024","130.2","5.92","R","2135","12.7",,"38.7","13.1","35.5",,,,,,,,"48.2","13.1","38.7"
"Suárez, Albert","544150","2024","133.2","3.70","R","2233","50",,"17.2","13.3",,"19.5",,,,,,,"69.5","13.3","17.2"
"Lorenzen, Michael","547179","2024","130.1","3.31","R","2092","27.2","8.8","18.8","7.9","21.2","10",,,"6.1",,,,"58.4","22.8","18.8"
"Wheeler, Zack","554430","2024","200.0","2.57","R","3134","41.4",,,"10.1","19","9.6","7.3",,"12.5",,,,"70","22.6","7.3"
"Corbin, Patrick","571578","2024","174.2","5.62","L","2888","7.6","34.3","3.4","1.7","33.8","19.2",,,,,,,"60.6","36","3.4"
"Heaney, Andrew","571760","2024","160.0","4.28","L","2731","50.1","27.8","17","3.6","1.4","0.1",,,,,,,"51.6","31.5","17"
"Mikolas, Miles","571945","2024","171.2","5.35","R","2703","27.9","24.2","8.5","12.1","23.2",,,,"4.1",,,,"51","40.5","8.5"
"Stroman, Marcus","573186","2024","154.2","4.31","R","2657","3.2","16",,"2.6","35.1","18.3","11",,,"13.9",,,"56.5","32.4","11"
"Kikuchi, Yusei","579328","2024","175.2","4.05","L","2923","47","23.6","11.1","18.3",,,,,,,,,"47","41.9","11.1"
"Gausman, Kevin","592332","2024","181.0","3.83","R","2868","52.8","8.4",,,"5.4",,"33.4",,,,,,"58.2","8.4","33.4"
"Taillon, Jameson","592791","2024","165.1","3.27","R","2483","29.6",,"4.3","14.7","10.9","25.1",,,"15.5",,,,"65.6","30.2","4.3"
"Montas, Frankie","593423","2024","150.2","4.84","R","2633","33.2","10.7",,,"19.1","18.7","18.3",,,,,,"71","10.7","18.3"
"Lively, Ben","594902","2024","151.0","3.81","R","2406","31.4","4.9","9.1","8.8","29",,,,"16.9",,,,"60.4","30.5","9.1"
"Gomber, Austin","596295","2024","165.0","4.75","L","2621","40.3","16.7","20.5","22.4","0.1",,,,,,,,"40.4","39.1","20.5"
"Pivetta, Nick","601713","2024","145.2","4.14","R","2386","48.6","3.4",,"16.3",,"5.9",,,"25.7",,,,"54.5","45.5",
"Bassitt, Chris","605135","2024","171.0","4.16","R","2959","4.5","4.4","5.3","13.7","40.7","19.7","4.3",,"7.4",,,,"64.9","25.5","9.6"
"Nola, Aaron","605400","2024","199.1","3.57","R","3189","27.8",,"9.6","32.9","20.4","9.2",,,,,,,"57.5","32.9","9.6"
"Rea, Colin","607067","2024","167.2","4.29","R","2650","19.3",,,"4.2","31.1","19.4","8.8",,"17.2",,,,"69.8","21.4","8.8"
"Rodón, Carlos","607074","2024","175.0","3.96","L","3102","49.4","26","12.9","8.3",,"3.5",,,,,,,"52.9","34.2","12.9"
"Glasnow, Tyler","607192","2024","134.0","3.49","R","2011","45","27.7",,"18.6","8.7",,,,,,,,"53.7","46.3",
"Fedde, Erick","607200","2024","177.1","3.30","R","2891","0.3",,"16.4",,"30.8","32.3",,,"20.2",,,,"63.4","20.2","16.4"
"Martinez, Nick","607259","2024","142.1","3.10","R","2125","22.4","6.1","21.6","11.9","17.6","20.3",,,,,,,"60.3","18","21.6"
"Lugo, Seth","607625","2024","206.2","3.00","R","3112","24","9.5","6.9","16.1","18.5","8.2","2.6",,"4","10.1",,,"50.7","39.7","9.6"
"Fried, Max","608331","2024","174.1","3.25","L","2762","33.6","5.6","13.6","21","15.6","4.7",,,"5.9",,,,"53.9","32.5","13.6"
"Wacha, Michael","608379","2024","166.2","3.35","R","2602","23.8","9.2","32.2","8.1","15.3","11.4",,,,,,,"50.4","17.4","32.2"
"Quantrill, Cal","615698","2024","148.1","4.98","R","2643",,,"1.8","12.6","40.2","13.5","32",,,,,,"53.7","12.6","33.8"
"Eflin, Zach","621107","2024","165.1","3.59","R","2447","8.9","0.2","6","18.8","28.3","28.2",,,"9.4",,,,"65.5","28.5","6"
"Berríos, José","621244","2024","192.1","3.60","R","2914","18.3",,"16",,"33.7","3.5",,,,"28.6",,,"55.5","28.6","16"
"Castillo, Luis","622491","2024","175.1","3.64","R","2858","45.3","22.4","14.3",,"18",,,,,,,,"63.4","22.4","14.3"
"Severino, Luis","622663","2024","182.0","3.91","R","2889","35.5","7","7.5",,"24.8","8.1",,,"17.2",,,,"68.3","24.2","7.5"
"Flexen, Chris","623167","2024","160.0","4.95","R","2797","37","8.7","15.7","12.2","0.2","26.1",,,,,,,"63.3","21","15.7"
"Suárez, Ranger","624133","2024","150.2","3.46","L","2354","19.5","0.1","16.3","20.5","31.5","12.1",,,,,,,"63.1","20.6","16.3"
"López, Reynaldo","625643","2024","135.2","1.99","R","2109","55.2","29.4","3.8","11.6",,,,,,,,,"55.2","41","3.8"
"Manaea, Sean","640455","2024","181.2","3.47","L","2996","11.3","5.9","11.8",,"44.7","7.1",,,"19.2",,,,"63.2","25.1","11.8"
"López, Pablo","641154","2024","185.1","4.08","R","2986","40.8",,"20.1","9.9","7.3",,,,"21.9",,,,"48.1","31.8","20.1"
"Cortes Jr., Nestor","641482","2024","174.1","3.77","L","2849","44.2","0.9","9.7",,"1.4","28",,,"15.8",,,,"73.6","16.7","9.7"
"Littell, Zack","641793","2024","156.1","3.63","R","2485","22.1","34.8",,,"14.8",,"23.2",,"5.1",,,,"36.9","39.9","23.2"
"Ober, Bailey","641927","2024","178.2","3.98","R","2696","38.1","11.8","29.4","1.1",,"19.5",,,,,,,"57.6","13","29.4"
"Peralta, Freddy","642547","2024","173.2","3.68","R","3066","53.9","21.6","17.5","7.1",,,,,,,,,"53.9","28.6","17.5"
"King, Michael","650633","2024","173.2","2.95","R","2895","24.1","5.6","24.6",,"27.9",,,,"17.8",,,,"52","23.4","24.6"
"Civale, Aaron","650644","2024","161.0","4.36","R","2699","9.9","1.4",,"15.6","24","32.2","2",,"14.9",,,,"66.1","31.9","2"
"Sánchez, Cristopher","650911","2024","181.2","3.32","L","2797",,"16.9","35.7",,"47.3","0.1",,,,,,,"47.4","16.9","35.7"
"Canning, Griffin","656288","2024","171.2","5.19","R","2869","37.6","24","26.7","10.7","1",,,,,,,,"38.6","34.8","26.7"
"Cease, Dylan","656302","2024","189.1","3.47","R","3188","43.5","42.9","0.9","7.9",,"0.6",,,"4.2",,,,"44.1","55","0.9"
"Flaherty, Jack","656427","2024","162.0","3.17","R","2569","44.3","29","2.7","21.8","2.1",,,,,,,,"46.4","50.8","2.7"
"Houck, Tanner","656557","2024","178.2","3.12","R","2735",,,,,"32.4","1.5","24.8",,"41.4",,,,"33.8","41.4","24.8"
"Keller, Mitch","656605","2024","178.0","4.25","R","2849","30.4","9.5","0.7","9.6","22","12.2",,,"15.5",,,,"64.6","34.6","0.7"
"Montgomery, Jordan","656756","2024","117.0","6.23","L","1929","17.3","1.8","19.3","30.7","30.8",,,,,,,,"48.2","32.5","19.3"
"Peterson, David","656849","2024","121.0","2.90","L","1871","26.5","18.4","16.4","7.6","31",,,,,,,,"57.5","26.1","16.4"
"Steele, Justin","657006","2024","134.2","3.07","L","2046","59.5","29.7","3.3","2.2","5.3",,,,,,,,"64.9","31.9","3.3"
"Webb, Logan","657277","2024","204.2","3.47","R","3200","5.3",,"30.9",,"39.9","2.6",,,"21.3",,,,"47.8","21.3","30.9"
"Ryan, Joe","657746","2024","135.0","3.60","R","2106","48.5","7.1",,,"6",,"22.2",,"16.2",,,,"54.5","23.3","22.2"
"Gil, Luis","661563","2024","151.2","3.50","R","2664","48.8","25.9","25.3",,,,,,,,,,"48.8","25.9","25.3"
"Waldron, Matt","663362","2024","146.2","4.91","R","2450","19.1",,,,"14.3","8.6",,"38.2","19.8",,,,"42","58",
"Feltner, Ryan","663372","2024","162.1","4.49","R","2577","37","20.5","14.7","10.1","12.7",,,,"5",,,,"49.7","35.6","14.7"
"Falter, Bailey","663559","2024","142.1","4.43","L","2137","48.5","21.6",,"15.2","14.2",,"0.6",,,,,,"62.7","36.8","0.6"
"Irvin, Jake","663623","2024","187.2","4.41","R","3046","37.9","0.3","3.5","31.3","20.5","6.5",,,,,,,"64.9","31.6","3.5"
"Singer, Brady","663903","2024","179.2","3.71","R","2966","11.3","40.3","1.9",,"41.3",,,,"5.2",,,,"52.6","45.5","1.9"
"Valdez, Framber","664285","2024","176.1","2.91","L","2598","1.2","4.3","17.5","31.3","45.8",,,,,,,,"46.9","35.6","17.5"
"Kremer, Dean","665152","2024","129.2","4.10","R","2171","32.1",,,"11.4","15","23","18.5",,,,,,"70.1","11.4","18.5"
"Assad, Javier","665871","2024","147.0","3.73","R","2538","15.8","1.7","4.6","11.6","35.7","21.6",,,"9",,,,"73.1","22.3","4.6"
"Ragans, Cole","666142","2024","186.1","3.14","L","3118","41.8","12.8","23.7","10.4",,"11.3",,,,,,,"53.1","23.2","23.7"
"Gallen, Zac","668678","2024","148.0","3.65","R","2506","46.3","8.7","14","27.7","0.1","3.1",,,,,,,"49.5","36.5","14"
"Greene, Hunter","668881","2024","150.1","2.75","R","2563","55.2","34.6",,"1.8",,,"8.3",,,,,,"55.2","36.4","8.3"
"Myers, Tobias","668964","2024","138.0","3.00","R","2152","40.1","21","11.4","4.1","0.5","23",,,,,,,"63.5","25.1","11.4"
"Gore, MacKenzie","669022","2024","166.1","3.90","L","2994","55.3","14.3","9.3","19.6",,,,,"1.6",,,,"55.3","35.4","9.3"
"Nelson, Ryne","669194","2024","150.2","4.24","R","2406","55.7","8.5","9.9","5.7",,"18.4",,,"1.8",,,,"74.1","16","9.9"
"Burnes, Corbin","669203","2024","194.1","2.92","R","2995",,"12.8","11.1","21.5","7.8","45",,,"1.8",,,,"52.8","36.2","11.1"
"Gilbert, Logan","669302","2024","208.2","3.23","R","3041","30.8","32",,"11.8","1.5","10.6","13.4",,,,,,"42.8","43.8","13.4"
"Skubal, Tarik","669373","2024","192.0","2.39","L","2838","33.2","14.9","27.2","4.2","20.5",,,,,,,,"53.7","19.1","27.2"
"Rogers, Trevor","669432","2024","124.1","4.92","L","2243","31.7","20.6","23.8",,"24",,,,,,,,"55.6","20.6","23.8"
"Pallante, Andre","669467","2024","121.1","3.78","R","1934","51.1","17.2",,"12.6","19",,,,,,,,"70.2","29.8",
"Blanco, Ronel","669854","2024","167.1","2.80","R","2751","38.3","30.2","22.1","9.4",,,,,,,,,"38.3","39.5","22.1"
"Kirby, George","669923","2024","191.0","3.53","R","2967","33.9","23.7",,"8.2","23.6","0.4","10.2","0",,,,,"57.9","31.9","10.2"
"Abbott, Andrew","671096","2024","138.0","3.72","L","2333","53.5","0.2","16.3","11.6",,,,,"18.3",,,,"53.5","30.1","16.3"
"Bradley, Taj","671737","2024","138.0","4.11","R","2294","41.7",,,"8.9",,"22.5","26.9",,,,,,"64.2","8.9","26.9"
"Bibee, Tanner","676440","2024","173.2","3.47","R","2851","43.4","6.9","18","6.9","0.3","24.5",,,,,,,"68.2","13.9","18"
"Sears, JP","676664","2024","180.2","4.38","L","2856","36.3","9.8","19.2",,"10.6",,,,"24.1",,,,"46.9","33.9","19.2"
"Crawford, Kutter","676710","2024","183.2","4.36","R","2823","33.7",,,"7.2",,"32.1","8.6",,"18.5",,,,"65.8","25.6","8.6"
"Crochet, Garrett","676979","2024","146.0","3.58","L","2395","53.7",,"5.9",,"2.1","28.5",,,"9.7",,,,"84.3","9.7","5.9"
"Bello, Brayan","678394","2024","162.1","4.49","R","2710","4.8","28","26.9",,"40.3",,,,,,,,"45","28","26.9"
"Marsh, Alec","679525","2024","129.0","4.53","R","2161","37","17.9","10","16.4","13.8",,,,"4.9",,,,"50.8","39.2","10"
"Woods Richardson, Simeon","680573","2024","133.2","4.17","R","2295","40.3","31.2","19.3","9.3",,,,,,,,,"40.3","40.5","19.3"
"Parker, Mitchell","680730","2024","151.0","4.29","L","2404","48.6","9.8",,"22.5",,,"19.1",,,,,,"48.6","32.4","19.1"
"Arrighetti, Spencer","681293","2024","145.0","4.53","R","2505","41","0.1","8.6","19.9",,"19.6",,,"10.8",,,,"60.6","30.8","8.6"
"Miller, Bryce","682243","2024","180.1","2.94","R","2749","42.3","8.3",,"4.4","17.1","2.3","17.1",,"8.5",,,,"61.7","21.3","17.1"
"Ortiz, Luis","682847","2024","135.2","3.32","R","2143","26.8","26.8","0.9",,"25.8","19.7",,,,,,,"72.2","26.8","0.9"
"Jones, Jared","683003","2024","121.2","4.14","R","1912","49.3","34.8","6.6","9.3",,,,,,,,,"49.3","44.1","6.6"
"Estes, Joey","683155","2024","127.2","5.01","R","2027","51.7","13.6","11.1",,"3.4","0.7",,,"19.5",,,,"55.7","33.2","11.1"
"Imanaga, Shota","684007","2024","173.1","2.91","L","2590","52",,"3.9","3.3","2.1","0.5","30.6",,"7.7",,,,"54.6","11","34.5"
"Cannon, Jonathan","686563","2024","124.1","4.49","R","2028","12.3",,"18.7",,"28","19.2",,,"21.8",,,,"59.5","21.8","18.7"
"Brown, Hunter","686613","2024","170.0","3.49","R","2889","34.8","5.3","12.6","12.5","18.1","16.8",,,,,,,"69.6","17.8","12.6"
"Pepiot, Ryan","686752","2024","130.0","3.60","R","2149","50.6","17.3","23.5","2.7",,"6",,,,,,,"56.6","20","23.5"
"Spence, Mitch","687765","2024","151.1","4.58","R","2480",,"32.7","1.1","12.1","14.6","39.6",,,,,,,"54.2","44.7","1.1"
"Harrison, Kyle","690986","2024","124.1","4.56","L","2078","57.7","0.3","19.7","0",,,,,,"22.3",,,"57.7","22.6","19.7"
"Pfaadt, Brandon","694297","2024","181.2","4.71","R","2792","33.4",,"11.2","5.3","22.2",,"0.6",,"27.3",,,,"55.6","32.6","11.8"
"Stone, Gavin","694813","2024","140.1","3.53","R","2152","24.7","14.8","26.6","4.2","22.6","5.3",,,"1.7",,,,"52.6","20.7","26.6"
"Skenes, Paul","694973","2024","133.0","1.96","R","2125","39.2","6.1","5.4","10.8","28.4",,,,"10.1",,,,"67.6","27","5.4"
